ts_ms,received_ts_ms,window_slug,outcome,tick_type,price,size,side,best_bid,best_ask,timestamp
1774126204604,1774126204893,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.604
1774126204609,1774126204901,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.609
1774126204644,1774126204708,btc-updown-15m-1774125900,Up,trade,0.44,0.63,,0.44,0.45,2026-03-21 20:50:04.644
1774126204656,1774126204944,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.656
1774126204690,1774126204974,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.690
1774126204694,1774126204757,btc-updown-15m-1774125900,Up,trade,0.44,0.05,,0.44,0.45,2026-03-21 20:50:04.694
1774126204703,1774126204984,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.703
1774126204725,1774126204788,btc-updown-15m-1774125900,Up,trade,0.44,0.63,,0.44,0.45,2026-03-21 20:50:04.725
1774126204741,1774126205002,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.741
1774126204749,1774126205006,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.749
1774126204756,1774126205010,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.756
1774126204761,1774126205014,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.761
1774126204772,1774126204835,btc-updown-15m-1774125900,Up,trade,0.44,0.33,,0.44,0.45,2026-03-21 20:50:04.772
1774126204772,1774126205020,btc-updown-15m-1774125900,Up,book,,,,0.44,0.45,2026-03-21 20:50:04.772
1774126204786,1774126204850,btc-updown-15m-1774125900,Up,trade,0.44,0.29,,0.44,0.45,2026-03-21 20:50:04.786
1774126204793,1774126204856,btc-updown-15m-1774125900,Up,trade,0.44,0.04,,0.44,0.45,2026-03-21 20:50:04.793
1774126204796,1774126204859,btc-updown-15m-1774125900,Up,trade,0.45,15.21,,0.44,0.45,2026-03-21 20:50:04.796
1774126204872,1774126205063,btc-updown-15m-1774125900,Up,book,,,,0.43,0.45,2026-03-21 20:50:04.872
1774126204896,1774126205083,btc-updown-15m-1774125900,Up,book,,,,0.42,0.45,2026-03-21 20:50:04.896
1774126204917,1774126205092,btc-updown-15m-1774125900,Up,book,,,,0.41,0.45,2026-03-21 20:50:04.917
1774126204944,1774126205108,btc-updown-15m-1774125900,Up,book,,,,0.43,0.45,2026-03-21 20:50:04.944
1774126204976,1774126205040,btc-updown-15m-1774125900,Up,trade,0.43,0.76,,0.44,0.45,2026-03-21 20:50:04.976
1774126204999,1774126205160,btc-updown-15m-1774125900,Up,book,,,,0.41,0.44,2026-03-21 20:50:04.999
1774126205035,1774126205098,btc-updown-15m-1774125900,Up,trade,0.43,6.49,,0.41,0.45,2026-03-21 20:50:05.035
1774126205173,1774126205265,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.173
1774126205199,1774126205284,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:05.199
1774126205204,1774126205284,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:05.204
1774126205213,1774126205284,btc-updown-15m-1774125900,Up,trade,0.41,0.6,,0.41,0.42,2026-03-21 20:50:05.213
1774126205248,1774126205311,btc-updown-15m-1774125900,Up,trade,0.41,2.6,,0.41,0.43,2026-03-21 20:50:05.248
1774126205291,1774126205357,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.291
1774126205329,1774126205394,btc-updown-15m-1774125900,Up,trade,0.41,0.1,,0.41,0.42,2026-03-21 20:50:05.329
1774126205333,1774126205397,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.333
1774126205368,1774126205432,btc-updown-15m-1774125900,Up,trade,0.42,11.90476,,0.41,0.42,2026-03-21 20:50:05.368
1774126205460,1774126205530,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.460
1774126205468,1774126205537,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.468
1774126205476,1774126205543,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.476
1774126205489,1774126205552,btc-updown-15m-1774125900,Up,trade,0.41,3.5,,0.41,0.42,2026-03-21 20:50:05.489
1774126205508,1774126205573,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.508
1774126205516,1774126205579,btc-updown-15m-1774125900,Up,trade,0.42,11.523808,,0.41,0.42,2026-03-21 20:50:05.516
1774126205542,1774126205609,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.542
1774126205567,1774126205630,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.567
1774126205582,1774126205646,btc-updown-15m-1774125900,Up,trade,0.41,3.9,,0.41,0.42,2026-03-21 20:50:05.582
1774126205606,1774126205669,btc-updown-15m-1774125900,Up,trade,0.41,0.07,,0.41,0.42,2026-03-21 20:50:05.606
1774126205857,1774126205921,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.857
1774126205892,1774126205956,btc-updown-15m-1774125900,Up,trade,0.41,19.8,,0.41,0.42,2026-03-21 20:50:05.892
1774126205949,1774126206014,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:05.949
1774126205964,1774126206030,btc-updown-15m-1774125900,Up,trade,0.42,13.0,,0.41,0.42,2026-03-21 20:50:05.964
1774126206042,1774126206106,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.042
1774126206080,1774126206144,btc-updown-15m-1774125900,Up,trade,0.4,4.94,,0.4,0.41,2026-03-21 20:50:06.080
1774126206107,1774126206172,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.107
1774126206144,1774126206208,btc-updown-15m-1774125900,Up,trade,0.4,0.12,,0.4,0.41,2026-03-21 20:50:06.144
1774126206258,1774126206322,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.258
1774126206312,1774126206390,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.312
1774126206357,1774126206422,btc-updown-15m-1774125900,Up,trade,0.4,0.35,,0.4,0.41,2026-03-21 20:50:06.357
1774126206392,1774126206456,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.392
1774126206403,1774126206467,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.403
1774126206437,1774126206503,btc-updown-15m-1774125900,Up,trade,0.4,0.09,,0.4,0.41,2026-03-21 20:50:06.437
1774126206447,1774126206510,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.447
1774126206461,1774126206524,btc-updown-15m-1774125900,Up,trade,0.41,24.390242,,0.4,0.41,2026-03-21 20:50:06.461
1774126206681,1774126206745,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:06.681
1774126207101,1774126207179,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.101
1774126207128,1774126207192,btc-updown-15m-1774125900,Up,trade,0.4,0.12,,0.4,0.41,2026-03-21 20:50:07.128
1774126207292,1774126207357,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.292
1774126207330,1774126207393,btc-updown-15m-1774125900,Up,trade,0.4,0.09,,0.4,0.41,2026-03-21 20:50:07.330
1774126207338,1774126207402,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.338
1774126207467,1774126207532,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.467
1774126207537,1774126207602,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.537
1774126207572,1774126207635,btc-updown-15m-1774125900,Up,trade,0.4,0.35,,0.4,0.41,2026-03-21 20:50:07.572
1774126207890,1774126207954,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:07.890
1774126207945,1774126208009,btc-updown-15m-1774125900,Up,trade,0.4,0.07,,0.4,0.41,2026-03-21 20:50:07.945
1774126208017,1774126208082,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:08.017
1774126208064,1774126208128,btc-updown-15m-1774125900,Up,trade,0.4,0.1,,0.4,0.41,2026-03-21 20:50:08.064
1774126208154,1774126208218,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:08.154
1774126208162,1774126208226,btc-updown-15m-1774125900,Up,book,,,,0.39,0.41,2026-03-21 20:50:08.162
1774126208177,1774126208243,btc-updown-15m-1774125900,Up,book,,,,0.39,0.41,2026-03-21 20:50:08.177
1774126208193,1774126208256,btc-updown-15m-1774125900,Up,book,,,,0.39,0.41,2026-03-21 20:50:08.193
1774126208423,1774126208490,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:08.423
1774126208463,1774126208526,btc-updown-15m-1774125900,Up,trade,0.4,3.45,,0.39,0.4,2026-03-21 20:50:08.463
1774126208830,1774126208894,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:08.830
1774126208859,1774126208922,btc-updown-15m-1774125900,Up,trade,0.4,2.5,,0.39,0.4,2026-03-21 20:50:08.859
1774126209047,1774126209111,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.047
1774126209059,1774126209123,btc-updown-15m-1774125900,Up,trade,0.4,2.75,,0.39,0.4,2026-03-21 20:50:09.059
1774126209228,1774126209291,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.228
1774126209256,1774126209320,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.256
1774126209258,1774126209323,btc-updown-15m-1774125900,Up,trade,0.39,0.28,,0.39,0.4,2026-03-21 20:50:09.258
1774126209499,1774126209563,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.499
1774126209512,1774126209575,btc-updown-15m-1774125900,Up,trade,0.4,2.725,,0.39,0.4,2026-03-21 20:50:09.512
1774126209718,1774126209783,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.718
1774126209750,1774126209813,btc-updown-15m-1774125900,Up,trade,0.4,3.4,,0.39,0.4,2026-03-21 20:50:09.750
1774126209862,1774126209926,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.862
1774126209877,1774126209941,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:09.877
1774126209893,1774126209957,btc-updown-15m-1774125900,Up,trade,0.4,6.0,,0.39,0.4,2026-03-21 20:50:09.893
1774126210270,1774126210335,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:10.270
1774126210305,1774126210369,btc-updown-15m-1774125900,Up,trade,0.4,4.2,,0.39,0.4,2026-03-21 20:50:10.305
1774126210436,1774126210501,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:10.436
1774126210451,1774126210514,btc-updown-15m-1774125900,Up,trade,0.4,5.0,,0.39,0.4,2026-03-21 20:50:10.451
1774126210709,1774126210775,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:10.709
1774126210794,1774126210860,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:10.794
1774126210830,1774126210900,btc-updown-15m-1774125900,Up,trade,0.4,5.8,,0.39,0.4,2026-03-21 20:50:10.830
1774126211319,1774126211389,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:11.319
1774126212817,1774126212881,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:12.817
1774126213115,1774126213180,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:13.115
1774126213646,1774126213711,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:13.646
1774126213690,1774126213754,btc-updown-15m-1774125900,Up,trade,0.4,5.0,,0.39,0.4,2026-03-21 20:50:13.690
1774126214385,1774126214449,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:14.385
1774126214479,1774126214542,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:14.479
1774126214509,1774126214572,btc-updown-15m-1774125900,Up,trade,0.4,5.0,,0.39,0.4,2026-03-21 20:50:14.509
1774126215416,1774126215482,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:15.416
1774126215519,1774126215584,btc-updown-15m-1774125900,Up,book,,,,0.39,0.4,2026-03-21 20:50:15.519
1774126215537,1774126215608,btc-updown-15m-1774125900,Up,book,,,,0.39,0.41,2026-03-21 20:50:15.537
1774126215569,1774126215633,btc-updown-15m-1774125900,Up,trade,0.41,31.0,,0.39,0.41,2026-03-21 20:50:15.569
1774126215570,1774126215634,btc-updown-15m-1774125900,Up,trade,0.4,2.5,,0.39,0.41,2026-03-21 20:50:15.570
1774126216108,1774126216172,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:16.108
1774126216336,1774126216401,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:16.336
1774126216442,1774126216506,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:16.442
1774126216469,1774126216532,btc-updown-15m-1774125900,Up,trade,0.41,13.0,,0.4,0.41,2026-03-21 20:50:16.469
1774126216635,1774126216699,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:16.635
1774126216664,1774126216727,btc-updown-15m-1774125900,Up,trade,0.4,29.0,,0.4,0.41,2026-03-21 20:50:16.664
1774126217024,1774126217088,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:17.024
1774126217055,1774126217118,btc-updown-15m-1774125900,Up,trade,0.4,2.33,,0.4,0.41,2026-03-21 20:50:17.055
1774126217286,1774126217363,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:17.286
1774126217317,1774126217380,btc-updown-15m-1774125900,Up,trade,0.41,7.317072,,0.4,0.41,2026-03-21 20:50:17.317
1774126217333,1774126217397,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:17.333
1774126217335,1774126217400,btc-updown-15m-1774125900,Up,book,,,,0.4,0.42,2026-03-21 20:50:17.335
1774126217370,1774126217434,btc-updown-15m-1774125900,Up,book,,,,0.41,0.42,2026-03-21 20:50:17.370
1774126217377,1774126217440,btc-updown-15m-1774125900,Up,trade,0.41,5.56,,0.41,0.42,2026-03-21 20:50:17.377
1774126217381,1774126217444,btc-updown-15m-1774125900,Up,trade,0.41,15.0,,0.41,0.42,2026-03-21 20:50:17.381
1774126217410,1774126217474,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:17.410
1774126217411,1774126217477,btc-updown-15m-1774125900,Up,trade,0.42,15.0,,0.41,0.43,2026-03-21 20:50:17.411
1774126217425,1774126217490,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:17.425
1774126217434,1774126217498,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:17.434
1774126217438,1774126217502,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:17.438
1774126217443,1774126217506,btc-updown-15m-1774125900,Up,book,,,,0.41,0.43,2026-03-21 20:50:17.443
1774126217452,1774126217516,btc-updown-15m-1774125900,Up,trade,0.43,15.0,,0.41,0.43,2026-03-21 20:50:17.452
1774126217473,1774126217536,btc-updown-15m-1774125900,Up,trade,0.43,10.0,,0.41,0.43,2026-03-21 20:50:17.473
1774126217475,1774126217539,btc-updown-15m-1774125900,Up,trade,0.43,10.0,,0.41,0.43,2026-03-21 20:50:17.475
1774126217555,1774126217647,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:17.555
1774126217561,1774126217655,btc-updown-15m-1774125900,Up,book,,,,0.42,0.44,2026-03-21 20:50:17.561
1774126217585,1774126217649,btc-updown-15m-1774125900,Up,trade,0.43,25.0,,0.42,0.43,2026-03-21 20:50:17.585
1774126217594,1774126217683,btc-updown-15m-1774125900,Up,trade,0.44,24.0,,0.42,0.44,2026-03-21 20:50:17.594
1774126217829,1774126217892,btc-updown-15m-1774125900,Up,book,,,,0.43,0.44,2026-03-21 20:50:17.829
1774126217877,1774126217942,btc-updown-15m-1774125900,Up,book,,,,0.42,0.44,2026-03-21 20:50:17.877
1774126217933,1774126217997,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:17.933
1774126219005,1774126219070,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:19.005
1774126219034,1774126219097,btc-updown-15m-1774125900,Up,trade,0.42,0.5,,0.42,0.43,2026-03-21 20:50:19.034
1774126219409,1774126219473,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:19.409
1774126219528,1774126219592,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:19.528
1774126219583,1774126219662,btc-updown-15m-1774125900,Up,trade,0.43,2.488371,,0.42,0.43,2026-03-21 20:50:19.583
1774126220277,1774126220347,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:20.277
1774126220318,1774126220429,btc-updown-15m-1774125900,Up,trade,0.43,5.813952,,0.42,0.43,2026-03-21 20:50:20.318
1774126220607,1774126220672,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:20.607
1774126220637,1774126220701,btc-updown-15m-1774125900,Up,trade,0.42,1.3,,0.42,0.43,2026-03-21 20:50:20.637
1774126220929,1774126220992,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:20.929
1774126220961,1774126221025,btc-updown-15m-1774125900,Up,trade,0.43,11.627905,,0.42,0.43,2026-03-21 20:50:20.961
1774126221402,1774126221467,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:21.402
1774126223110,1774126223175,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:23.110
1774126223123,1774126223199,btc-updown-15m-1774125900,Up,trade,0.43,2.32558,,0.42,0.43,2026-03-21 20:50:23.123
1774126224508,1774126224572,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:24.508
1774126224606,1774126224672,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:24.606
1774126224619,1774126224681,btc-updown-15m-1774125900,Up,trade,0.43,5.0,,0.42,0.43,2026-03-21 20:50:24.619
1774126224674,1774126224738,btc-updown-15m-1774125900,Up,trade,0.43,11.627905,,0.42,0.43,2026-03-21 20:50:24.674
1774126225303,1774126225369,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:25.303
1774126226062,1774126226128,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:26.062
1774126226804,1774126226873,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:26.804
1774126226838,1774126226902,btc-updown-15m-1774125900,Up,trade,0.42,12.0,,0.42,0.43,2026-03-21 20:50:26.838
1774126226927,1774126227002,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:26.927
1774126227054,1774126227118,btc-updown-15m-1774125900,Up,book,,,,0.42,0.43,2026-03-21 20:50:27.054
1774126227063,1774126227131,btc-updown-15m-1774125900,Up,book,,,,0.4,0.42,2026-03-21 20:50:27.063
1774126227094,1774126227158,btc-updown-15m-1774125900,Up,trade,0.42,0.5,,0.4,0.42,2026-03-21 20:50:27.094
1774126227362,1774126227426,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:27.362
1774126227370,1774126227433,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:27.370
1774126227374,1774126227442,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:27.374
1774126227519,1774126227608,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:27.519
1774126227522,1774126227611,btc-updown-15m-1774125900,Up,book,,,,0.4,0.41,2026-03-21 20:50:27.522
1774126227549,1774126227612,btc-updown-15m-1774125900,Up,trade,0.4,3.68,,0.4,0.41,2026-03-21 20:50:27.549
1774126227570,1774126227636,btc-updown-15m-1774125900,Up,trade,0.4,0.02,,0.4,0.41,2026-03-21 20:50:27.570
1774126227676,1774126227741,btc-updown-15m-1774125900,Up,book,,,,0.39,0.41,2026-03-21 20:50:27.676
1774126228201,1774126228333,btc-updown-15m-1774125900,Up,book,,,,0.38,0.4,2026-03-21 20:50:28.201
1774126229271,1774126229335,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:29.271
1774126229285,1774126229349,btc-updown-15m-1774125900,Up,trade,0.38,13.157893,,0.37,0.38,2026-03-21 20:50:29.285
1774126229476,1774126229541,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:29.476
1774126229497,1774126229561,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:29.497
1774126229539,1774126229603,btc-updown-15m-1774125900,Up,trade,0.37,11.35,,0.37,0.38,2026-03-21 20:50:29.539
1774126230368,1774126230436,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:30.368
1774126230443,1774126230509,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:30.443
1774126230476,1774126230539,btc-updown-15m-1774125900,Up,trade,0.38,3.394735,,0.37,0.38,2026-03-21 20:50:30.476
1774126231488,1774126231554,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:31.488
1774126231985,1774126232050,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:31.985
1774126232023,1774126232099,btc-updown-15m-1774125900,Up,trade,0.38,5.263156,,0.37,0.38,2026-03-21 20:50:32.023
1774126234711,1774126234776,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:34.711
1774126235960,1774126236025,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:35.960
1774126237160,1774126237228,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:37.160
1774126237202,1774126237265,btc-updown-15m-1774125900,Up,trade,0.38,37.763156,,0.37,0.38,2026-03-21 20:50:37.202
1774126237371,1774126237435,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:37.371
1774126237383,1774126237447,btc-updown-15m-1774125900,Up,trade,0.38,4.210525,,0.37,0.38,2026-03-21 20:50:37.383
1774126237730,1774126237796,btc-updown-15m-1774125900,Up,book,,,,0.37,0.39,2026-03-21 20:50:37.730
1774126237780,1774126237844,btc-updown-15m-1774125900,Up,trade,0.39,99.677947,,0.37,0.39,2026-03-21 20:50:37.780
1774126238870,1774126238938,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:38.870
1774126238882,1774126238951,btc-updown-15m-1774125900,Up,trade,0.38,26.315788,,0.37,0.38,2026-03-21 20:50:38.882
1774126239470,1774126239535,btc-updown-15m-1774125900,Up,book,,,,0.37,0.38,2026-03-21 20:50:39.470
1774126240236,1774126240303,btc-updown-15m-1774125900,Up,book,,,,0.37,0.39,2026-03-21 20:50:40.236
1774126240243,1774126240307,btc-updown-15m-1774125900,Up,book,,,,0.37,0.39,2026-03-21 20:50:40.243
1774126240252,1774126240316,btc-updown-15m-1774125900,Up,trade,0.39,58.1,,0.37,0.39,2026-03-21 20:50:40.252
1774126240283,1774126240347,btc-updown-15m-1774125900,Up,trade,0.39,99.461537,,0.37,0.39,2026-03-21 20:50:40.283
1774126241036,1774126241100,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.036
1774126241347,1774126241413,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.347
1774126241493,1774126241560,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.493
1774126241496,1774126241563,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.496
1774126241522,1774126241586,btc-updown-15m-1774125900,Up,trade,0.38,2.19,,0.38,0.39,2026-03-21 20:50:41.522
1774126241533,1774126241596,btc-updown-15m-1774125900,Up,trade,0.38,0.01,,0.38,0.39,2026-03-21 20:50:41.533
1774126241735,1774126241799,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.735
1774126241798,1774126241865,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.798
1774126241840,1774126241903,btc-updown-15m-1774125900,Up,trade,0.38,5.3,,0.38,0.39,2026-03-21 20:50:41.840
1774126241974,1774126242039,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:41.974
1774126242009,1774126242081,btc-updown-15m-1774125900,Up,trade,0.39,12.820511,,0.38,0.39,2026-03-21 20:50:42.009
1774126242227,1774126242292,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:42.227
1774126242820,1774126242885,btc-updown-15m-1774125900,Up,book,,,,0.38,0.39,2026-03-21 20:50:42.820
1774126242858,1774126242924,btc-updown-15m-1774125900,Up,trade,0.38,30.0,,0.38,0.39,2026-03-21 20:50:42.858
1774126243342,1774126243407,btc-updown-15m-1774125900,Up,book,,,,0.34,0.36,2026-03-21 20:50:43.342
1774126243359,1774126243423,btc-updown-15m-1774125900,Up,book,,,,0.34,0.36,2026-03-21 20:50:43.359
1774126243369,1774126243434,btc-updown-15m-1774125900,Up,book,,,,0.34,0.35,2026-03-21 20:50:43.369
1774126243396,1774126243460,btc-updown-15m-1774125900,Up,book,,,,0.33,0.35,2026-03-21 20:50:43.396
1774126243411,1774126243475,btc-updown-15m-1774125900,Up,book,,,,0.33,0.35,2026-03-21 20:50:43.411
1774126243425,1774126243518,btc-updown-15m-1774125900,Up,trade,0.34,5.0,,0.33,0.35,2026-03-21 20:50:43.425
1774126243427,1774126243496,btc-updown-15m-1774125900,Up,book,,,,0.33,0.35,2026-03-21 20:50:43.427
1774126243444,1774126243518,btc-updown-15m-1774125900,Up,book,,,,0.33,0.35,2026-03-21 20:50:43.444
1774126243453,1774126243521,btc-updown-15m-1774125900,Up,book,,,,0.34,0.35,2026-03-21 20:50:43.453
1774126243462,1774126243529,btc-updown-15m-1774125900,Up,book,,,,0.34,0.35,2026-03-21 20:50:43.462
1774126243488,1774126243557,btc-updown-15m-1774125900,Up,book,,,,0.33,0.34,2026-03-21 20:50:43.488
1774126243493,1774126243557,btc-updown-15m-1774125900,Up,trade,0.35,12.0,,0.34,0.35,2026-03-21 20:50:43.493
1774126243504,1774126243567,btc-updown-15m-1774125900,Up,trade,0.35,12.0,,0.33,0.34,2026-03-21 20:50:43.504
1774126243514,1774126243578,btc-updown-15m-1774125900,Up,book,,,,0.33,0.34,2026-03-21 20:50:43.514
1774126243531,1774126243595,btc-updown-15m-1774125900,Up,book,,,,0.32,0.33,2026-03-21 20:50:43.531
1774126243536,1774126243603,btc-updown-15m-1774125900,Up,book,,,,0.32,0.33,2026-03-21 20:50:43.536
