ts_ms,received_ts_ms,window_slug,outcome,tick_type,price,size,side,best_bid,best_ask,timestamp
1774227682421,1774227682485,btc-updown-15m-1774227600,Down,trade,0.6,16.66,,0.59,0.6,2026-03-23 01:01:22.421
1774227682478,1774227682544,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:22.478
1774227682507,1774227682572,btc-updown-15m-1774227600,Down,trade,0.59,10.0,,0.59,0.6,2026-03-23 01:01:22.507
1774227682672,1774227682743,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:22.672
1774227682746,1774227682811,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:22.746
1774227682779,1774227682848,btc-updown-15m-1774227600,Down,trade,0.6,13.0,,0.59,0.6,2026-03-23 01:01:22.779
1774227682947,1774227683012,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:22.947
1774227682957,1774227683025,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:22.957
1774227682971,1774227683035,btc-updown-15m-1774227600,Down,trade,0.6,5.0,,0.59,0.6,2026-03-23 01:01:22.971
1774227682991,1774227683062,btc-updown-15m-1774227600,Down,trade,0.6,8.33,,0.59,0.6,2026-03-23 01:01:22.991
1774227683281,1774227683349,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:23.281
1774227683312,1774227683380,btc-updown-15m-1774227600,Down,trade,0.6,21.05,,0.59,0.6,2026-03-23 01:01:23.312
1774227683488,1774227683554,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:23.488
1774227683508,1774227683587,btc-updown-15m-1774227600,Down,book,,,,0.59,0.6,2026-03-23 01:01:23.508
1774227683624,1774227683691,btc-updown-15m-1774227600,Down,book,,,,0.59,0.61,2026-03-23 01:01:23.624
1774227683937,1774227684002,btc-updown-15m-1774227600,Down,book,,,,0.59,0.61,2026-03-23 01:01:23.937
1774227683968,1774227684032,btc-updown-15m-1774227600,Down,trade,0.61,7.032784,,0.59,0.61,2026-03-23 01:01:23.968
1774227683974,1774227684040,btc-updown-15m-1774227600,Down,book,,,,0.59,0.61,2026-03-23 01:01:23.974
1774227683997,1774227684064,btc-updown-15m-1774227600,Down,book,,,,0.59,0.61,2026-03-23 01:01:23.997
1774227684327,1774227684393,btc-updown-15m-1774227600,Down,book,,,,0.6,0.61,2026-03-23 01:01:24.327
1774227684357,1774227684422,btc-updown-15m-1774227600,Down,trade,0.6,4.98,,0.6,0.61,2026-03-23 01:01:24.357
1774227684425,1774227684491,btc-updown-15m-1774227600,Down,book,,,,0.6,0.61,2026-03-23 01:01:24.425
1774227684740,1774227684805,btc-updown-15m-1774227600,Down,book,,,,0.6,0.61,2026-03-23 01:01:24.740
1774227684877,1774227684943,btc-updown-15m-1774227600,Down,book,,,,0.6,0.61,2026-03-23 01:01:24.877
1774227685093,1774227685253,btc-updown-15m-1774227600,Down,book,,,,0.6,0.61,2026-03-23 01:01:25.093
1774227685168,1774227685282,btc-updown-15m-1774227600,Down,book,,,,0.58,0.61,2026-03-23 01:01:25.168
1774227685197,1774227685290,btc-updown-15m-1774227600,Down,book,,,,0.58,0.6,2026-03-23 01:01:25.197
1774227685217,1774227685310,btc-updown-15m-1774227600,Down,book,,,,0.57,0.59,2026-03-23 01:01:25.217
1774227685288,1774227685360,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:25.288
1774227685446,1774227685513,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:25.446
1774227685460,1774227685526,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:25.460
1774227685513,1774227685578,btc-updown-15m-1774227600,Down,trade,0.57,97.0,,0.56,0.57,2026-03-23 01:01:25.513
1774227685514,1774227685581,btc-updown-15m-1774227600,Down,trade,0.57,1.754383,,0.56,0.57,2026-03-23 01:01:25.514
1774227685515,1774227685581,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:25.515
1774227685572,1774227685637,btc-updown-15m-1774227600,Down,trade,0.57,8.47,,0.56,0.57,2026-03-23 01:01:25.572
1774227685655,1774227685724,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:25.655
1774227685702,1774227685768,btc-updown-15m-1774227600,Down,trade,0.57,6.0,,0.56,0.57,2026-03-23 01:01:25.702
1774227686225,1774227686300,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.225
1774227686311,1774227686378,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.311
1774227686326,1774227686391,btc-updown-15m-1774227600,Down,trade,0.57,8.8,,0.56,0.57,2026-03-23 01:01:26.326
1774227686508,1774227686575,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.508
1774227686550,1774227686616,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.550
1774227686604,1774227686676,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.604
1774227686635,1774227686707,btc-updown-15m-1774227600,Down,trade,0.57,5.01,,0.56,0.57,2026-03-23 01:01:26.635
1774227686660,1774227686734,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.660
1774227686697,1774227686764,btc-updown-15m-1774227600,Down,trade,0.57,10.0,,0.56,0.57,2026-03-23 01:01:26.697
1774227686878,1774227686944,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.878
1774227686911,1774227686976,btc-updown-15m-1774227600,Down,trade,0.57,8.77,,0.56,0.57,2026-03-23 01:01:26.911
1774227686951,1774227687016,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:26.951
1774227686981,1774227687046,btc-updown-15m-1774227600,Down,trade,0.57,10.0,,0.56,0.57,2026-03-23 01:01:26.981
1774227687069,1774227687135,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:27.069
1774227687098,1774227687163,btc-updown-15m-1774227600,Down,trade,0.57,3.0,,0.56,0.57,2026-03-23 01:01:27.098
1774227687392,1774227687462,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:27.392
1774227687421,1774227687485,btc-updown-15m-1774227600,Down,trade,0.57,10.0,,0.56,0.57,2026-03-23 01:01:27.421
1774227688040,1774227688106,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:28.040
1774227688070,1774227688134,btc-updown-15m-1774227600,Down,trade,0.57,5.245613,,0.56,0.57,2026-03-23 01:01:28.070
1774227688211,1774227688284,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:28.211
1774227688240,1774227688304,btc-updown-15m-1774227600,Down,trade,0.57,8.77,,0.56,0.57,2026-03-23 01:01:28.240
1774227688485,1774227688551,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:28.485
1774227688743,1774227688824,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:28.743
1774227688761,1774227688830,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:28.761
1774227688784,1774227688850,btc-updown-15m-1774227600,Down,book,,,,0.55,0.57,2026-03-23 01:01:28.784
1774227688974,1774227689043,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:28.974
1774227688979,1774227689045,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:28.979
1774227688999,1774227689064,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:28.999
1774227689003,1774227689067,btc-updown-15m-1774227600,Down,trade,0.55,10.0,,0.55,0.56,2026-03-23 01:01:29.003
1774227689013,1774227689087,btc-updown-15m-1774227600,Down,trade,0.55,10.0,,0.55,0.56,2026-03-23 01:01:29.013
1774227689301,1774227689367,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.301
1774227689475,1774227689544,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.475
1774227689519,1774227689594,btc-updown-15m-1774227600,Down,trade,0.55,10.0,,0.55,0.56,2026-03-23 01:01:29.519
1774227689534,1774227689603,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.534
1774227689543,1774227689611,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.543
1774227689563,1774227689636,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.563
1774227689603,1774227689667,btc-updown-15m-1774227600,Down,trade,0.56,8.92,,0.55,0.56,2026-03-23 01:01:29.603
1774227689610,1774227689677,btc-updown-15m-1774227600,Down,trade,0.55,5.0,,0.55,0.56,2026-03-23 01:01:29.610
1774227689627,1774227689692,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:29.627
1774227689646,1774227689713,btc-updown-15m-1774227600,Down,book,,,,0.55,0.58,2026-03-23 01:01:29.646
1774227689651,1774227689716,btc-updown-15m-1774227600,Down,book,,,,0.55,0.58,2026-03-23 01:01:29.651
1774227689682,1774227689816,btc-updown-15m-1774227600,Down,trade,0.58,9.0,,0.55,0.58,2026-03-23 01:01:29.682
1774227689686,1774227689816,btc-updown-15m-1774227600,Down,trade,0.58,48.0,,0.55,0.58,2026-03-23 01:01:29.686
1774227689953,1774227690021,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:29.953
1774227690241,1774227690309,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:30.241
1774227690271,1774227690335,btc-updown-15m-1774227600,Down,trade,0.58,4.793102,,0.57,0.58,2026-03-23 01:01:30.271
1774227690312,1774227690377,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:30.312
1774227690339,1774227690403,btc-updown-15m-1774227600,Down,trade,0.57,4.34,,0.57,0.58,2026-03-23 01:01:30.339
1774227690411,1774227690475,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:30.411
1774227690440,1774227690508,btc-updown-15m-1774227600,Down,trade,0.58,1.758619,,0.57,0.58,2026-03-23 01:01:30.440
1774227690759,1774227690826,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:30.759
1774227690773,1774227690837,btc-updown-15m-1774227600,Down,trade,0.58,17.0,,0.57,0.58,2026-03-23 01:01:30.773
1774227691035,1774227691102,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:31.035
1774227691337,1774227691406,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:31.337
1774227691342,1774227691407,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:31.342
1774227691380,1774227691445,btc-updown-15m-1774227600,Down,trade,0.58,5.01,,0.56,0.58,2026-03-23 01:01:31.380
1774227691735,1774227691804,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:31.735
1774227691873,1774227691939,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:31.873
1774227691878,1774227691944,btc-updown-15m-1774227600,Down,book,,,,0.54,0.56,2026-03-23 01:01:31.878
1774227692030,1774227692098,btc-updown-15m-1774227600,Down,book,,,,0.54,0.55,2026-03-23 01:01:32.030
1774227692063,1774227692127,btc-updown-15m-1774227600,Down,trade,0.55,8.92,,0.54,0.55,2026-03-23 01:01:32.063
1774227693050,1774227693122,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:33.050
1774227693092,1774227693157,btc-updown-15m-1774227600,Down,trade,0.56,3.75,,0.55,0.56,2026-03-23 01:01:33.092
1774227693336,1774227693401,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:33.336
1774227693349,1774227693419,btc-updown-15m-1774227600,Down,trade,0.56,5.18,,0.55,0.56,2026-03-23 01:01:33.349
1774227693611,1774227693677,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:33.611
1774227693639,1774227693703,btc-updown-15m-1774227600,Down,trade,0.55,7.0,,0.55,0.56,2026-03-23 01:01:33.639
1774227693715,1774227693781,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:33.715
1774227693991,1774227694058,btc-updown-15m-1774227600,Down,book,,,,0.55,0.58,2026-03-23 01:01:33.991
1774227693996,1774227694061,btc-updown-15m-1774227600,Down,book,,,,0.55,0.58,2026-03-23 01:01:33.996
1774227694034,1774227694099,btc-updown-15m-1774227600,Down,trade,0.58,9.0,,0.55,0.58,2026-03-23 01:01:34.034
1774227694038,1774227694110,btc-updown-15m-1774227600,Down,trade,0.57,48.0,,0.55,0.58,2026-03-23 01:01:34.038
1774227694484,1774227694552,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:34.484
1774227694523,1774227694588,btc-updown-15m-1774227600,Down,trade,0.57,10.0,,0.57,0.58,2026-03-23 01:01:34.523
1774227694706,1774227694776,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:34.706
1774227694746,1774227694811,btc-updown-15m-1774227600,Down,trade,0.58,3.0,,0.57,0.58,2026-03-23 01:01:34.746
1774227695470,1774227695538,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:35.470
1774227695507,1774227695585,btc-updown-15m-1774227600,Down,trade,0.58,9.18,,0.57,0.58,2026-03-23 01:01:35.507
1774227695531,1774227695598,btc-updown-15m-1774227600,Down,book,,,,0.57,0.58,2026-03-23 01:01:35.531
1774227695535,1774227695612,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:35.535
1774227695587,1774227695653,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:35.587
1774227695614,1774227695678,btc-updown-15m-1774227600,Down,trade,0.57,2.2807,,0.56,0.57,2026-03-23 01:01:35.614
1774227695889,1774227695955,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:35.889
1774227695920,1774227695984,btc-updown-15m-1774227600,Down,trade,0.57,8.77,,0.56,0.57,2026-03-23 01:01:35.920
1774227696382,1774227696447,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:36.382
1774227696418,1774227696482,btc-updown-15m-1774227600,Down,trade,0.58,8.620688,,0.56,0.58,2026-03-23 01:01:36.418
1774227696441,1774227696506,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:36.441
1774227696473,1774227696537,btc-updown-15m-1774227600,Down,trade,0.56,1.79,,0.56,0.58,2026-03-23 01:01:36.473
1774227696674,1774227696739,btc-updown-15m-1774227600,Down,book,,,,0.56,0.58,2026-03-23 01:01:36.674
1774227696685,1774227696750,btc-updown-15m-1774227600,Down,trade,0.58,1.19,,0.56,0.58,2026-03-23 01:01:36.685
1774227697417,1774227697483,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:37.417
1774227697450,1774227697515,btc-updown-15m-1774227600,Down,trade,0.57,1.929823,,0.56,0.57,2026-03-23 01:01:37.450
1774227697790,1774227697912,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:37.790
1774227697824,1774227697972,btc-updown-15m-1774227600,Down,trade,0.57,7.02,,0.56,0.57,2026-03-23 01:01:37.824
1774227698056,1774227698192,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:38.056
1774227698081,1774227698192,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:38.081
1774227698089,1774227698210,btc-updown-15m-1774227600,Down,book,,,,0.56,0.57,2026-03-23 01:01:38.089
1774227698095,1774227698241,btc-updown-15m-1774227600,Down,book,,,,0.53,0.57,2026-03-23 01:01:38.095
1774227698105,1774227698242,btc-updown-15m-1774227600,Down,book,,,,0.53,0.57,2026-03-23 01:01:38.105
1774227698174,1774227698262,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.174
1774227698412,1774227698478,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.412
1774227698450,1774227698514,btc-updown-15m-1774227600,Down,trade,0.54,20.740739,,0.53,0.54,2026-03-23 01:01:38.450
1774227698471,1774227698540,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.471
1774227698516,1774227698582,btc-updown-15m-1774227600,Down,trade,0.54,9.25,,0.53,0.54,2026-03-23 01:01:38.516
1774227698549,1774227698615,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.549
1774227698580,1774227698646,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.580
1774227698620,1774227698684,btc-updown-15m-1774227600,Down,trade,0.54,20.0,,0.53,0.54,2026-03-23 01:01:38.620
1774227698818,1774227698926,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.818
1774227698829,1774227698932,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.829
1774227698851,1774227698939,btc-updown-15m-1774227600,Down,trade,0.54,54.518517,,0.53,0.54,2026-03-23 01:01:38.851
1774227698858,1774227698939,btc-updown-15m-1774227600,Down,trade,0.54,5.222221,,0.53,0.54,2026-03-23 01:01:38.858
1774227698925,1774227698995,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:38.925
1774227699012,1774227699080,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:39.012
1774227699043,1774227699108,btc-updown-15m-1774227600,Down,trade,0.54,6.222221,,0.53,0.54,2026-03-23 01:01:39.043
1774227699357,1774227699426,btc-updown-15m-1774227600,Down,book,,,,0.53,0.54,2026-03-23 01:01:39.357
1774227699427,1774227699494,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:39.427
1774227699482,1774227699551,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:39.482
1774227699499,1774227699566,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:39.499
1774227699545,1774227699611,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:39.545
1774227699585,1774227699656,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:39.585
1774227699607,1774227699672,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:39.607
1774227699817,1774227699883,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:39.817
1774227699831,1774227699896,btc-updown-15m-1774227600,Down,trade,0.53,9.25,,0.52,0.53,2026-03-23 01:01:39.831
1774227699897,1774227699968,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:39.897
1774227699931,1774227699995,btc-updown-15m-1774227600,Down,trade,0.53,18.867923,,0.52,0.53,2026-03-23 01:01:39.931
1774227700426,1774227700493,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:40.426
1774227700490,1774227700554,btc-updown-15m-1774227600,Down,trade,0.53,7.924527,,0.52,0.53,2026-03-23 01:01:40.490
1774227700519,1774227700593,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:40.519
1774227700593,1774227700662,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:40.593
1774227700606,1774227700671,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:40.606
1774227700621,1774227700686,btc-updown-15m-1774227600,Down,trade,0.53,27.339621,,0.52,0.53,2026-03-23 01:01:40.621
1774227700625,1774227700695,btc-updown-15m-1774227600,Down,trade,0.53,1.886791,,0.52,0.53,2026-03-23 01:01:40.625
1774227700690,1774227700756,btc-updown-15m-1774227600,Down,book,,,,0.52,0.54,2026-03-23 01:01:40.690
1774227700695,1774227700762,btc-updown-15m-1774227600,Down,book,,,,0.54,0.55,2026-03-23 01:01:40.695
1774227700700,1774227700765,btc-updown-15m-1774227600,Down,book,,,,0.54,0.55,2026-03-23 01:01:40.700
1774227700703,1774227700769,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:40.703
1774227700705,1774227700769,btc-updown-15m-1774227600,Down,trade,0.53,17.0,,0.55,0.56,2026-03-23 01:01:40.705
1774227700734,1774227700801,btc-updown-15m-1774227600,Down,trade,0.54,12.86,,0.55,0.56,2026-03-23 01:01:40.734
1774227700738,1774227700803,btc-updown-15m-1774227600,Down,trade,0.55,9.0,,0.55,0.56,2026-03-23 01:01:40.738
1774227700748,1774227700816,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:40.748
1774227700761,1774227700831,btc-updown-15m-1774227600,Down,trade,0.55,42.95,,0.55,0.56,2026-03-23 01:01:40.761
1774227700826,1774227700892,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:40.826
1774227700878,1774227700943,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:40.878
1774227701026,1774227701090,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.026
1774227701328,1774227701393,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.328
1774227701376,1774227701444,btc-updown-15m-1774227600,Down,trade,0.56,5.339284,,0.55,0.56,2026-03-23 01:01:41.376
1774227701552,1774227701617,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.552
1774227701793,1774227701865,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.793
1774227701818,1774227701889,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.818
1774227701836,1774227701911,btc-updown-15m-1774227600,Down,trade,0.56,1.785713,,0.55,0.56,2026-03-23 01:01:41.836
1774227701855,1774227701924,btc-updown-15m-1774227600,Down,trade,0.56,1.785713,,0.55,0.56,2026-03-23 01:01:41.855
1774227701910,1774227701975,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:41.910
1774227701944,1774227702007,btc-updown-15m-1774227600,Down,trade,0.56,5.05,,0.55,0.56,2026-03-23 01:01:41.944
1774227702248,1774227702313,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:42.248
1774227702262,1774227702327,btc-updown-15m-1774227600,Down,trade,0.56,6.107141,,0.55,0.56,2026-03-23 01:01:42.262
1774227702682,1774227702747,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:42.682
1774227702698,1774227702763,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:42.698
1774227702710,1774227702780,btc-updown-15m-1774227600,Down,trade,0.55,6.0,,0.55,0.56,2026-03-23 01:01:42.710
1774227702710,1774227702781,btc-updown-15m-1774227600,Down,trade,0.56,1.785713,,0.55,0.56,2026-03-23 01:01:42.710
1774227702747,1774227702818,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:42.747
1774227702884,1774227702956,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:42.884
1774227702898,1774227702967,btc-updown-15m-1774227600,Down,trade,0.56,3.0,,0.55,0.56,2026-03-23 01:01:42.898
1774227703198,1774227703267,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:43.198
1774227703527,1774227703592,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:43.527
1774227703567,1774227703631,btc-updown-15m-1774227600,Down,trade,0.56,7.5,,0.55,0.56,2026-03-23 01:01:43.567
1774227704598,1774227704663,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:44.598
1774227705297,1774227705370,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:45.297
1774227705392,1774227705460,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:45.392
1774227705418,1774227705483,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:45.418
1774227705447,1774227705511,btc-updown-15m-1774227600,Down,trade,0.56,2.35714,,0.55,0.56,2026-03-23 01:01:45.447
1774227705616,1774227705682,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:45.616
1774227705629,1774227705693,btc-updown-15m-1774227600,Down,trade,0.56,1.785713,,0.55,0.56,2026-03-23 01:01:45.629
1774227706314,1774227706379,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.314
1774227706385,1774227706452,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.385
1774227706407,1774227706473,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.407
1774227706412,1774227706477,btc-updown-15m-1774227600,Down,trade,0.56,5.714284,,0.55,0.56,2026-03-23 01:01:46.412
1774227706420,1774227706484,btc-updown-15m-1774227600,Down,trade,0.56,5.892856,,0.55,0.56,2026-03-23 01:01:46.420
1774227706500,1774227706565,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.500
1774227706730,1774227706795,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.730
1774227706994,1774227707060,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:46.994
1774227707001,1774227707072,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.001
1774227707129,1774227707197,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.129
1774227707141,1774227707206,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.141
1774227707159,1774227707222,btc-updown-15m-1774227600,Down,trade,0.56,4.964284,,0.55,0.56,2026-03-23 01:01:47.159
1774227707178,1774227707244,btc-updown-15m-1774227600,Down,trade,0.55,8.08,,0.55,0.56,2026-03-23 01:01:47.178
1774227707286,1774227707351,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.286
1774227707319,1774227707389,btc-updown-15m-1774227600,Down,trade,0.56,9.714284,,0.55,0.56,2026-03-23 01:01:47.319
1774227707324,1774227707391,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.324
1774227707897,1774227707962,btc-updown-15m-1774227600,Down,book,,,,0.55,0.56,2026-03-23 01:01:47.897
1774227708390,1774227708456,btc-updown-15m-1774227600,Down,book,,,,0.54,0.55,2026-03-23 01:01:48.390
1774227708398,1774227708469,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:48.398
1774227708402,1774227708471,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:48.402
1774227708413,1774227708480,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:48.413
1774227708445,1774227708509,btc-updown-15m-1774227600,Down,trade,0.55,4.290908,,0.52,0.53,2026-03-23 01:01:48.445
1774227708468,1774227708537,btc-updown-15m-1774227600,Down,book,,,,0.52,0.53,2026-03-23 01:01:48.468
1774227708666,1774227708731,btc-updown-15m-1774227600,Down,book,,,,0.51,0.53,2026-03-23 01:01:48.666
1774227708705,1774227708777,btc-updown-15m-1774227600,Down,book,,,,0.51,0.53,2026-03-23 01:01:48.705
