ts_ms,timestamp,window_slug,window_end_ts,outcome,yes_token_id,no_token_id,yes_bid,yes_ask,yes_ask_size,yes_bid_size,yes_spread,no_bid,no_ask,no_ask_size,no_bid_size,no_spread,yes_mid,no_mid,yes_imbalance,no_imbalance,btc_price
1777248000978,2026-04-27T00:00:00.978,btc-updown-15m-1777247100,1777248000,Up,29184283107968567499626485438850287957091531588008976133502007445810678238022,65231612454007479178556287156164950984372653619452840365694846566975014173909,0.99,,,25006.3,,,0.01,25006.3,,,,,,,78659.69
1777248000978,2026-04-27T00:00:00.978,btc-updown-15m-1777248000,1777248900,,38054803672963558618753064578165420173323501783963150931671041709255304346079,1621634190085212036280459118408656072831117095652939967896411355090490970673,0.44,0.46,48.7,18.83,0.02,0.54,0.56,18.83,48.7,0.02,0.45,0.55,0.278839,0.721161,78659.69
